	x	y	cluster
1139	4.5914927	-3.2616522	7
1140	9.038078	0.76654017	14
1141	8.15412	4.43297	6
1142	2.6606011	6.971801	20
1143	9.1217165	1.0671467	14
1144	6.9188824	0.6754241	32
1145	5.8437586	1.2110568	29
1146	4.759379	-0.048254676	29
1147	7.0923057	1.8354305	23
1148	4.5418725	0.6251881	29
1149	3.0788124	-3.5432456	62
1150	8.105395	0.16653755	6
1151	5.939864	7.6280284	33
1152	-6.504247	14.038391	11
1153	0.8122188	3.980582	14
1154	3.4124756	-8.085535	19
1155	1.1002283	4.4248056	14
1156	3.995715	10.457984	5
1157	7.171186	1.6924198	12
1158	5.856062	-0.458322	6
1159	11.087712	0.6486541	30
1160	8.140892	-1.6158617	6
1161	3.0676274	-8.552191	19
1162	2.7609088	-0.3127966	23
1163	6.825832	0.014537563	6
1164	8.684951	-7.3361764	18
1165	9.103715	1.2271458	14
1166	0.52072936	-5.1512833	27
1167	5.5486865	-1.0661488	29
1168	3.357227	-8.425489	19
1169	13.264461	-1.7121397	12
1170	-2.3667314	15.073308	72
1171	-3.7026134	-3.8814147	60
1172	0.24016188	-0.56235546	32
1173	12.450346	6.4490843	8
1174	7.5495744	6.7636447	33
1175	5.1732817	2.452839	29
1176	3.5311804	-1.68727	62
1177	3.0895798	5.480866	14
1178	5.3707795	11.4695835	5
1179	6.0963793	1.11154	6
1180	3.081753	-8.982645	19
1181	10.399059	6.361296	6
1182	14.141345	2.7059288	6
1183	12.064086	1.8191198	6
1184	13.608505	4.147727	15
1185	9.936509	-3.9927652	64
1186	4.2538733	6.1792874	29
1187	-2.4733894	-2.0662212	29
1188	7.904361	0.76723343	3
1189	3.966363	-2.296381	62
1190	4.806759	1.4281166	29
1191	0.35776225	8.132248	20
1192	4.703354	-3.5570965	7
1193	9.170813	6.070204	24
1194	6.833032	6.4605813	33
1195	11.437706	-1.7250502	6
1196	3.2192383	-4.9873643	27
1197	8.123264	-2.3104663	6
1198	2.6065423	-2.9546785	62
1199	11.62245	0.35852814	6
1200	-2.1746366	0.040414933	23
1201	4.8591113	-1.5498999	23
1202	1.504907	4.2519073	14
1203	8.414206	0.22809003	6
1204	3.055392	-0.87898433	33
1205	2.1921895	3.5936072	23
1206	2.1931117	4.4992347	14
1207	0.034729373	-1.0251684	32
1208	3.720136	-3.3952284	62
1209	5.1914024	-0.60546744	29
1210	3.1132016	-0.05748539	52
1211	2.8848674	-3.260882	62
1212	11.012558	-0.93485355	13
1213	7.7577252	1.6068338	3
1214	8.580747	4.2250614	6
1215	-14.343693	3.543701	27
1216	8.310655	-0.74245673	6
1217	4.9889035	-0.59586036	29
1218	0.7554453	1.2364607	10
1219	1.9037551	1.5596787	12
1220	3.9386642	0.46289676	23
1221	10.10186	6.317196	6
1222	11.783274	1.5520062	6
1223	4.664244	1.8805265	32
1224	9.431096	-0.41322997	6
1225	8.385807	2.4290075	24
1226	6.13964	1.0811492	29
1227	6.808919	3.1798	23
1228	3.7395742	-1.3178619	29
1229	-2.9852726	-0.62976515	4
1230	13.360249	0.83369976	74
1231	11.924354	-5.6748705	64
1232	4.4369173	-2.4273782	7
1233	9.573557	-7.401539	18
1234	4.2427692	-0.72970515	23
1235	9.138126	-0.75418633	6
1236	12.512083	2.2466676	6
1237	-6.6152105	3.3201942	21
1238	-0.9119649	-3.0277526	70
1239	0.69121677	10.024319	20
1240	15.861921	-0.7014704	60
1241	7.552303	3.9881036	23
1242	0.96239644	10.884171	20
1243	1.154324	8.39887	20
1244	9.570031	4.5211425	24
1245	7.591829	8.321597	17
1246	11.542151	11.811475	28
1247	9.925236	1.396082	6
1248	5.7955456	2.1334105	29
1249	3.0139823	3.844396	23
1250	-3.6693888	-0.5732293	4
1251	-0.094174206	3.126054	33
1252	-7.763489	8.505633	46
1253	12.795396	5.837341	8
1254	-3.0095057	10.880437	54
1255	4.510957	-1.388366	62
1256	4.0324693	7.4549985	56
1257	-0.49353254	3.3666258	14
1258	12.236276	2.0255299	6
1259	0.9932422	2.4841366	23
1260	3.6164083	4.838952	7
1261	8.594662	0.79582065	3
1262	4.650546	0.5708626	29
1263	10.8876915	4.1857996	3
1264	2.78109	0.017964657	23
1265	-1.5619056	-0.32054308	10
1266	1.1184436	1.8643881	23
1267	5.019164	0.164314	23
1268	2.4335427	1.1958019	23
1269	2.2678173	4.7587414	14
1270	-1.029936	4.4404516	14
1271	0.12472063	5.258773	14
1272	5.4815874	0.3667875	23
1273	2.9867423	-1.9801601	10
1274	6.144316	4.6273556	23
1275	11.143287	-11.568278	41
1276	6.228418	7.499905	33
1277	-1.8469723	11.670971	13
1278	7.9463506	2.4241579	33
1279	-5.251769	-8.718543	67
1280	11.296925	-12.007586	41
1281	-0.65762985	12.324592	13
1282	0.19076891	1.0842258	32
1283	11.581497	3.2243798	6
1284	15.822269	1.5554125	0
1285	10.730648	6.350193	6
1286	5.527301	2.9244	29
1287	2.265794	1.4405302	12
1288	7.9465213	8.658508	17
1289	8.116602	4.0440917	22
1290	-3.3129923	9.204304	2
1291	5.385832	8.652688	17
1292	11.849268	10.962227	28
1293	10.677094	-1.4854107	6
1294	10.847313	0.5084063	6
1295	-1.4747496	-0.4219969	23
1296	0.563142	3.862893	14
1297	5.926216	8.604325	17
1298	11.164519	6.6648574	6
1299	12.04919	-5.5859346	64
1300	11.780134	11.588754	28
1301	10.482281	-1.0402144	6
1302	5.40771	3.270249	23
1303	11.032217	-11.868703	41
1304	8.649596	4.8841195	6
1305	1.8302028	0.55274576	62
1306	8.573579	3.7733755	22
1307	14.200623	0.82822347	0
1308	0.045864232	-1.0336082	32
1309	7.7421956	0.95237124	3
1310	8.225755	-1.3785896	6
1311	12.095481	3.1707716	6
1312	-0.667749	12.745551	13
1313	11.068995	7.2759686	6
1314	5.0938783	-3.6132061	7
1315	4.080807	7.5237823	56
1316	5.7857575	9.503331	17
1317	10.401156	0.09060562	30
1318	1.2852379	1.5119264	10
1319	-3.046061	10.841608	54
1320	3.4199216	2.4231663	32
1321	15.634262	-1.2949053	60
1322	6.2816815	12.149919	5
1323	2.379745	0.581728	23
1324	9.158217	2.4520779	3
1325	-7.740117	-0.93005776	42
1326	13.243725	7.99372	8
1327	1.6194577	-3.146506	62
1328	10.686375	6.873389	6
1329	16.018291	-1.3230152	60
1330	7.4183106	7.2118564	33
1331	7.8621616	6.994119	33
1332	11.766603	11.124202	28
1333	5.402263	2.0965033	29
1334	6.0642724	4.2429194	29
1335	2.9197674	6.5782304	14
1336	-1.9465796	3.712678	33
1337	10.84046	0.18291254	10
1338	-1.7341572	-9.824717	69
1339	6.703537	-1.6941037	29
1340	0.8453914	6.984719	14
1341	-0.7111457	12.336086	13
1342	9.18558	5.928125	24
1343	-0.7321148	0.40543568	10
1344	8.787925	8.388474	33
1345	-0.86676157	3.9382622	14
1346	1.801994	7.676989	14
1347	-0.8482632	2.8573604	33
1348	16.76379	8.532845	29
1349	2.3416946	-1.8776963	62
1350	5.1966276	-3.8827999	7
1351	10.74461	-11.799214	41
1352	9.236666	7.2655964	23
1353	14.225532	6.771043	13
1354	9.783725	7.7294846	33
1355	10.6301155	3.934416	3
1356	16.231485	-1.1411047	60
1357	8.127918	6.9685926	33
1358	13.011961	8.058328	8
1359	16.305237	-1.4341846	60
1360	10.178242	-4.434233	64
1361	3.0653267	1.1252005	29
1362	4.5799265	-3.2583392	7
1363	5.121634	3.3349833	23
1364	-1.2173069	2.7045412	33
1365	11.252427	-2.109941	6
1366	5.0483837	4.712261	29
1367	3.8915741	-1.8065001	10
1368	11.17118	4.004493	3
1369	13.535564	1.117269	0
1370	1.3156607	12.385341	13
1371	5.1751165	-7.3490415	7
1372	-0.034440912	0.6929452	10
1373	3.5263565	-0.43803635	29
1374	-10.007885	17.036278	44
1375	11.285492	6.565145	6
1376	-1.3540556	0.24985574	10
1377	7.669421	3.172423	22
1378	4.384922	11.155691	5
1379	-0.54913217	2.2883854	23
1380	-0.029933127	4.3855987	14
1381	2.433838	0.9569857	23
1382	4.2301607	0.1551243	29
1383	15.66099	0.77212673	0
1384	-1.5145569	-0.48654568	10
1385	-0.36644962	0.5508618	23
1386	-6.819149	-2.8768024	16
1387	4.311759	8.810123	17
1388	-7.5302763	-0.39901212	42
1389	12.284914	1.4217771	6
1390	9.200718	8.227534	33
1391	-2.5550911	11.123752	54
1392	6.6448236	4.0044546	23
1393	2.947056	1.3696926	23
1394	5.7786813	7.992261	17
1395	2.611712	5.12549	29
1396	7.5891623	3.731622	22
1397	5.3114686	9.800568	17
1398	16.85711	8.599342	29
1399	-1.2421987	-1.489341	32
1400	4.98035	-1.653914	62
1401	11.287932	-11.347084	41
1402	3.1088805	-5.6024733	27
1403	4.936737	5.1367493	56
1404	2.753565	5.6398945	14
1405	5.1629486	5.581073	0
1406	-10.319648	-7.3925166	59
1407	-1.1144725	12.496623	13
1408	-9.192348	1.3407177	21
1409	2.0171149	-2.043198	23
1410	-9.252136	1.6074287	21
1411	4.4339147	0.21315986	29
1412	2.1049085	2.186421	14
1413	3.718512	-6.683293	7
1414	11.732951	-0.2797549	6
1415	1.7557198	2.7402105	14
1416	-1.7168007	-9.966249	69
1417	15.151193	0.88087815	0
1418	4.275759	6.845542	56
1419	0.32296643	2.1612988	23
1420	-1.465452	1.1517701	23
1421	-1.106715	1.8829101	23
1422	-1.6098534	6.3822927	14
1423	9.457645	-2.774112	6
1424	-0.99438304	6.8707294	14
1425	2.1597257	0.3678608	23
1426	0.48199546	7.05682	14
1427	0.34951687	7.1403832	14
1428	9.521088	-7.3314743	18
1429	11.609592	3.2671762	6
1430	1.8087803	-2.3662493	62
1431	-1.2584562	5.2511983	14
1432	5.1366153	5.647154	0
1433	6.8422303	6.202503	26
1434	-1.7993298	3.1995625	33
1435	5.82287	3.2855577	29
1436	7.183386	8.47808	33
1437	-0.95065856	6.1730576	14
1438	1.3578385	4.239646	14
1439	5.5413356	-2.4098454	62
1440	1.8658328	0.70824844	23
1441	9.561137	-3.1221437	23
1442	-1.7150089	-10.281275	69
1443	11.619512	-8.203424	6
1444	-0.44959292	6.102743	14
1445	6.287104	10.119552	17
1446	0.8887236	-4.823312	27
1447	-1.8835217	2.6672857	23
1448	2.5514438	2.2759273	29
1449	0.10732603	1.3332881	10
1450	-3.1476698	8.693357	2
1451	-0.78594893	-1.2066967	32
1452	9.123062	7.7629166	33
1453	7.7241406	2.1562195	3
1454	-1.6336014	-3.4042456	70
1455	5.9866834	9.47873	17
1456	9.872263	-7.5360756	18
1457	9.126371	6.3309474	24
1458	9.233588	6.3717923	24
1459	3.4609795	1.446309	29
1460	11.719593	-2.6045988	6
1461	0.9138913	2.7117054	29
1462	4.3953433	-0.66602796	29
1463	7.9815545	14.456126	22
1464	4.1785808	-5.391568	7
1465	5.187691	-2.2105794	62
1466	11.1886635	-11.714107	41
1467	9.891459	-2.9519458	6
1468	4.597708	2.6617315	29
1469	6.6986957	7.1139274	33
1470	2.4207046	1.4021717	29
1471	14.083764	0.12785274	74
1472	-1.8779327	7.9454885	14
1473	15.191284	1.4135094	0
1474	9.103101	6.3937197	24
1475	15.847005	0.9211499	0
1476	11.189372	-11.531129	41
1477	14.631237	0.9589815	0
1478	9.423135	5.6285443	24
1479	1.8061471	3.6881614	14
1480	11.033571	-11.400467	41
1481	5.151425	-5.6854243	7
1482	-7.8112392	-0.6179569	42
1483	8.489458	2.357981	24
1484	10.459677	-1.6256733	52
1485	11.480807	2.8348312	3
1486	1.9942861	1.9226308	29
1487	5.353742	8.231428	17
1488	2.703429	1.9005073	29
1489	13.929332	2.2831087	24
1490	3.4499886	5.464974	14
1491	11.290292	1.6365815	6
1492	6.5461793	2.1784725	29
1493	-1.2630261	0.060543433	10
1494	8.061408	-8.854259	18
1495	2.462952	-5.714564	27
1496	2.153293	-1.0829816	62
1497	15.246465	1.0068054	0
1498	10.018694	8.023193	33
1499	8.041449	5.506733	26
1500	3.7945266	5.8849697	29
1501	7.338948	3.5710633	23
1502	4.0171785	1.0545851	29
1503	16.498343	-1.4130375	60
1504	-2.8377264	2.7943904	23
1505	16.529144	-0.31027067	0
1506	3.08067	-3.1649654	62
1507	0.43530372	1.5131124	10
1508	4.494344	6.929301	29
1509	-1.5572162	-1.0665307	23
1510	-0.3975298	3.1894598	14
1511	16.121534	-1.2283618	60
1512	6.037263	20.18209	16
1513	2.1811135	-2.6675577	62
1514	-5.3821006	12.351471	34
1515	4.7281003	1.955378	29
1516	15.942951	0.14197367	0
1517	9.599113	0.27477425	6
1518	11.734327	-8.571104	6
1519	0.19248171	3.111897	14
1520	-6.986323	-3.1034098	0
1521	-0.14255415	5.699816	14
1522	5.2480283	-0.8640432	24
1523	-8.165204	-10.571832	11
1524	0.9348345	12.631704	13
1525	-3.4126966	-0.7129035	4
1526	13.054249	6.9197226	8
1527	11.292053	0.03930162	58
1528	6.5027857	10.057541	17
1529	-0.577136	-2.313732	32
1530	10.853977	-11.738533	41
1531	6.3748665	7.6490154	33
1532	-0.3287112	4.6971107	14
1533	2.6720946	0.89526886	23
1534	-1.8248055	8.002001	14
1535	5.3673773	-0.9373708	23
1536	7.867638	-2.9223087	6
1537	3.152685	0.6605642	23
1538	10.135764	6.461093	23
1539	3.7512023	-3.288424	62
1540	10.378876	-1.0164344	6
1541	-3.9352214	-4.008622	60
1542	3.67936	-1.3862572	29
1543	4.175082	-0.789296	52
1544	7.5875707	-3.3304403	7
1545	13.006873	8.302432	8
1546	-14.244301	3.587334	27
1547	3.5713558	0.2754435	29
1548	4.848424	-2.6213062	62
1549	13.031375	5.5992947	8
1550	-7.009318	13.773255	11
1551	5.292999	6.7340913	23
1552	11.736102	-6.1259317	64
1553	-8.871306	1.1211808	21
1554	11.442286	2.68917	22
1555	8.712632	0.8084164	2
1556	13.430159	3.3896945	0
1557	11.265944	5.4291387	44
1558	-4.7752843	-17.181057	47
1559	4.809688	5.4877996	56
1560	-9.844519	16.871073	44
1561	11.590242	5.5401177	44
1562	-9.027471	1.2579329	21
1563	-1.999998	-4.614652	71
1564	2.2127023	13.8445425	6
1565	6.757898	-3.7674823	40
1566	9.018576	-1.7240208	6
1567	16.164404	-0.48139295	0
1568	11.628564	-0.15296118	6
1569	-10.148759	17.169384	44
1570	9.155901	4.8813124	22
1571	14.776578	3.10769	6
1572	4.578064	6.2426763	56
1573	-6.3827724	13.663747	11
1574	10.918041	5.4049397	0
1575	12.94125	-3.0233932	35
1576	-7.3292785	8.042182	46
1577	-6.8771386	3.6680868	21
1578	-6.7115636	13.801285	11
1579	10.578089	5.1076407	29
1580	11.287569	2.0959544	6
1581	11.66147	-9.119503	41
1582	9.368984	-4.0559587	6
1583	-4.501409	-16.775799	47
1584	-4.906119	-16.882397	47
1585	-4.229187	13.859564	25
1586	-7.0318956	-0.08004455	42
1587	-3.8431926	14.005727	36
1588	8.855974	2.0066953	24
1589	12.485377	4.3612294	0
1590	10.176459	1.9035572	6
1591	-0.021527965	12.340073	13
1592	2.73093	14.134205	6
1593	-6.0007143	13.345426	11
1594	-9.85791	16.873154	44
1595	7.5690217	4.324888	6
1596	10.748849	1.9565942	6
1597	-8.002266	-10.703698	11
1598	2.2655683	14.460854	6
1599	8.865589	2.1599798	24
1600	-6.7994876	3.6541882	21
1601	-4.612791	-17.192516	47
1602	11.747979	4.9671082	0
1603	14.930987	4.8501945	15
1604	-4.717361	-16.704178	47
1605	11.353354	5.2294626	44
1606	10.763301	-2.4955773	6
1607	8.4144745	1.1150016	3
1608	11.017998	-3.2994504	6
1609	15.252448	5.03435	15
1610	5.5373287	-1.3300145	62
1611	-1.0019875	4.960977	14
1612	0.5026299	-0.70724916	32
1613	3.2357414	4.734088	14
1614	1.9325336	3.2452884	14
1615	1.7307001	-0.74742585	62
1616	2.0112119	8.318896	14
1617	5.095872	7.328286	43
1618	1.4652402	-0.13388716	62
1619	1.3866504	0.6229033	62
1620	5.4553475	1.1781627	6
1621	4.1580095	5.079468	14
1622	0.71142447	4.6022553	14
1623	-1.5087931	2.6757743	33
1624	0.35062084	1.3147644	33
1625	0.45459148	3.156412	33
1626	0.83279574	5.0918026	14
1627	0.3219942	2.501196	14
1628	0.5772355	4.4760118	14
1629	-1.5002897	7.018149	14
1630	1.6409439	-4.3506126	62
1631	3.997906	4.9471984	14
1632	13.380622	4.8512454	15
1633	12.1576805	-5.4228225	64
1634	2.4074433	-0.47251546	62
1635	1.2924734	4.7700706	14
1636	-0.4285872	6.7508664	14
1637	1.0803913	4.6685867	14
1638	10.704936	15.9638405	63
1639	4.9562416	5.137043	6
1640	1.4055414	4.3572884	14
1641	7.1384807	3.6593275	23
1642	6.0239143	5.333878	6
1643	1.8793511	6.8763127	14
1644	3.5924509	-3.6951652	62
1645	-2.18903	8.259301	14
1646	2.37497	-2.205453	62
1647	2.1366596	-1.2107191	62
1648	0.07143619	3.8673613	14
1649	8.999074	2.2289765	24
1650	1.1242888	3.0062432	14
1651	-0.65767235	6.593229	14
1652	3.8849504	3.1646104	32
1653	-0.0025381562	6.511116	20
1654	-0.35740203	2.7329268	33
1655	-0.34342843	9.914166	20
1656	0.36602917	9.357462	20
1657	-0.64659077	4.154919	14
1658	0.2038351	-0.4673336	32
1659	-1.3078455	7.3700924	14
1660	1.8289965	9.959536	20
1661	0.95714843	9.885616	20
1662	4.814386	-4.2587423	7
1663	10.201996	-1.3501185	6
1664	-0.56782466	9.254941	20
1665	2.17912	-0.9149291	62
1666	1.4845924	3.174615	14
1667	-0.10829292	9.761201	20
1668	1.9382861	4.545997	14
1669	9.162232	3.9063077	24
1670	-0.96241164	9.008562	20
1671	-0.09602509	5.937804	20
1672	0.5731853	8.660567	20
1673	-1.1445979	5.613126	14
1674	6.4162846	6.4141564	33
1675	0.30239537	9.806515	20
1676	1.5794228	3.436815	14
1677	1.3952527	1.3453252	62
1678	0.15118353	10.072848	20
1679	4.7402196	14.141947	9
1680	2.1491506	0.69156265	12
1681	2.884655	10.012268	5
1682	3.6970317	4.720654	6
1683	1.3424203	8.662516	20
1684	12.608721	2.627684	6
1685	-1.0212659	8.947141	20
